tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55282	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55137	80	TCP	......	0	359	6	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54335	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55126	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54640	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54289	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55175	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55483	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55441	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54434	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55350	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54769	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54768	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54380	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55007	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54753	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55285	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54656	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	55113	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54924	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54679	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 11:59:00	10.12.14.15	172.10.0.4	54931	80	TCP	......	0	297	5	1	2	10.1.1.1
