tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45990	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45983	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45981	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45969	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45962	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45891	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45889	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45887	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45879	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45874	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	45873	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46594	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46590	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46576	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46571	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46564	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46554	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46543	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46517	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 15:12:00	10.15.7.85	172.30.0.4	46515	80	TCP	......	0	297	5	1	2	10.1.1.1
