tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 11:42:00	10.12.15.152	172.30.0.7	60897	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:02	10.12.15.152	172.30.0.7	60898	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:03	10.12.15.152	172.30.0.7	60899	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:04	10.12.15.152	172.30.0.7	60900	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:06	10.12.15.152	172.30.0.7	60901	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:07	10.12.15.152	172.30.0.7	60902	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:09	10.12.15.152	172.30.0.7	60903	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:10	10.12.15.152	172.30.0.7	60904	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:11	10.12.15.152	172.30.0.7	60905	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:13	10.12.15.152	172.30.0.7	60906	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:14	10.12.15.152	172.30.0.7	60907	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:16	172.30.0.7	10.12.15.152	80	60908	TCP	......	0	58	1	2	1	10.1.1.1
2016-07-08 11:42:17	10.12.15.152	172.30.0.7	60909	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:18	10.12.15.152	172.30.0.7	60910	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:20	10.12.15.152	172.30.0.7	60911	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:21	10.12.15.152	172.30.0.7	60912	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:23	10.12.15.152	172.30.0.7	60913	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:24	10.12.15.152	172.30.0.7	60914	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:25	10.12.15.152	172.30.0.7	60915	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:27	10.12.15.152	172.30.0.7	60916	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:28	10.12.15.152	172.30.0.7	60917	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:30	10.12.15.152	172.30.0.7	60918	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:31	10.12.15.152	172.30.0.7	60919	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:32	10.12.15.152	172.30.0.7	60920	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:34	10.12.15.152	172.30.0.7	60921	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:35	10.12.15.152	172.30.0.7	60922	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:37	10.12.15.152	172.30.0.7	60923	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:38	10.12.15.152	172.30.0.7	60924	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:39	10.12.15.152	172.30.0.7	60925	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:41	10.12.15.152	172.30.0.7	60926	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:42	10.12.15.152	172.30.0.7	60927	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:44	10.12.15.152	172.30.0.7	60928	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:45	10.12.15.152	172.30.0.7	60929	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:46	10.12.15.152	172.30.0.7	60930	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:48	10.12.15.152	172.30.0.7	60931	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:49	10.12.15.152	172.30.0.7	60932	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:51	10.12.15.152	172.30.0.7	60933	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:52	10.12.15.152	172.30.0.7	60934	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:53	10.12.15.152	172.30.0.7	60935	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:55	10.12.15.152	172.30.0.7	60936	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:56	10.12.15.152	172.30.0.7	60937	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:58	10.12.15.152	172.30.0.7	60938	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:42:59	10.12.15.152	172.30.0.7	60939	80	TCP	......	0	112	2	1	2	10.1.1.1
