tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 12:08:00	10.170.32.181	172.20.0.4	48678	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:01	10.170.32.181	172.20.0.4	48684	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48535	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48726	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48728	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48536	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48730	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48530	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:05	10.170.32.181	172.20.0.4	48727	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:07	10.170.32.181	172.20.0.4	48749	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:07	10.170.32.181	172.20.0.4	48750	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:07	10.170.32.181	172.20.0.4	48710	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:07	10.170.32.181	172.20.0.4	48748	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:07	10.170.32.181	172.20.0.4	48747	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48779	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48679	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48735	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48768	80	TCP	......	0	189	3	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48763	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48725	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48778	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48704	80	TCP	......	0	116	2	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48765	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:08	10.170.32.181	172.20.0.4	48764	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:09	10.170.32.181	172.20.0.4	48736	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:09	10.170.32.181	172.20.0.4	48789	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:09	10.170.32.181	172.20.0.4	48781	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:10	10.170.32.181	172.20.0.4	48703	80	TCP	......	0	116	2	1	2	10.1.1.1
2016-07-08 12:08:11	10.170.32.181	172.20.0.4	48762	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:11	10.170.32.181	172.20.0.4	48770	80	TCP	......	0	116	2	1	2	10.1.1.1
2016-07-08 12:08:11	10.170.32.181	172.20.0.4	48797	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:12	10.170.32.181	172.20.0.4	48771	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:12	10.170.32.181	172.20.0.4	48790	80	TCP	......	0	116	2	1	2	10.1.1.1
2016-07-08 12:08:13	10.170.32.181	172.20.0.4	48809	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48869	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48761	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48663	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48621	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48581	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48598	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48785	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48832	80	TCP	......	0	235	4	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48659	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48583	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48831	80	TCP	......	0	235	4	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48885	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48656	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48751	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48589	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48742	80	TCP	......	0	170	3	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48545	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48772	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48878	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48666	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48591	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:08:14	10.170.32.181	172.20.0.4	48622	80	TCP	......	0	297	5	1	2	10.1.1.1
