tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5111	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5005	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5083	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5051	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5079	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32916	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32974	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5011	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5004	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5077	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5065	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5052	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5045	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	33025	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	33068	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32969	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32983	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32984	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32990	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5009	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5015	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5016	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5014	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5023	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	33023	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5036	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	32966	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5047	80	TCP	......	0	297	5	1	2	10.1.1.1
2016-07-08 12:02:00	10.12.14.15	172.10.0.4	5030	80	TCP	......	0	297	5	1	2	10.1.1.1
