tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 15:16:00	10.13.77.49	172.20.0.15	59292	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:01	10.13.77.49	172.20.0.15	21436	80	TCP	......	0	404	7	1	2	10.1.1.1
2016-07-08 15:16:01	10.13.77.49	172.20.0.15	59293	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:02	10.13.77.49	172.20.0.15	21442	80	TCP	......	0	296	5	1	2	10.1.1.1
2016-07-08 15:16:02	10.13.77.49	172.20.0.15	59294	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:04	10.13.77.49	172.20.0.15	59295	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:05	10.13.77.49	172.20.0.15	46021	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:05	10.13.77.49	172.20.0.15	59296	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:05	10.13.77.49	172.20.0.15	46022	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	46038	3389	TCP	......	0	148	2	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	41176	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	41180	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	46024	80	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	46023	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	41181	80	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	46026	80	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	41177	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	41179	80	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	46033	80	TCP	......	0	240	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	41178	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:06	10.13.77.49	172.20.0.15	46025	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 15:16:07	10.13.77.49	172.20.0.15	46031	80	TCP	......	0	512	8	1	2	10.1.1.1
2016-07-08 15:16:07	10.13.77.49	172.20.0.15	41188	80	TCP	......	0	240	4	1	2	10.1.1.1
2016-07-08 15:16:07	10.13.77.49	172.20.0.15	46032	80	TCP	......	0	496	8	1	2	10.1.1.1
2016-07-08 15:16:07	10.13.77.49	172.20.0.15	59297	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:08	10.13.77.49	172.20.0.15	59298	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:09	10.13.77.49	172.20.0.15	59299	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:16:09	10.13.77.49	172.20.0.15	21464	80	TCP	......	0	532	7	1	2	10.1.1.1
2016-07-08 15:16:09	10.13.77.49	172.20.0.15	21467	80	TCP	......	0	532	7	1	2	10.1.1.1
2016-07-08 15:16:09	10.13.77.49	172.20.0.15	21469	80	TCP	......	0	434	5	1	2	10.1.1.1
2016-07-08 15:16:09	10.13.77.49	172.20.0.15	21465	80	TCP	......	0	434	5	1	2	10.1.1.1
2016-07-08 15:16:09	10.13.77.49	172.20.0.15	21466	80	TCP	......	0	532	7	1	2	10.1.1.1
