tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 11:38:01	10.12.15.152	172.30.0.6	60981	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:02	10.12.15.152	172.30.0.6	60982	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:04	10.12.15.152	172.30.0.6	60983	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:05	10.12.15.152	172.30.0.6	60984	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:06	10.12.15.152	172.30.0.6	60985	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:08	10.12.15.152	172.30.0.6	60986	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:09	10.12.15.152	172.30.0.6	60987	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:11	172.30.0.6	10.12.15.152	80	60988	TCP	......	0	58	1	2	1	10.1.1.1
2016-07-08 11:38:12	10.12.15.152	172.30.0.6	60989	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:13	10.12.15.152	172.30.0.6	60990	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:15	10.12.15.152	172.30.0.6	60991	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:16	10.12.15.152	172.30.0.6	60992	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:18	10.12.15.152	172.30.0.6	60993	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:19	10.12.15.152	172.30.0.6	60994	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:20	10.12.15.152	172.30.0.6	60995	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:22	10.12.15.152	172.30.0.6	60996	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:23	10.12.15.152	172.30.0.6	60997	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:25	10.12.15.152	172.30.0.6	60998	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:26	10.12.15.152	172.30.0.6	60999	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:27	10.12.15.152	172.30.0.6	61000	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:29	10.12.15.152	172.30.0.6	61001	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:30	10.12.15.152	172.30.0.6	61002	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:32	10.12.15.152	172.30.0.6	61003	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:33	10.12.15.152	172.30.0.6	61004	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:34	10.12.15.152	172.30.0.6	61005	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:36	10.12.15.152	172.30.0.6	61006	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:37	10.12.15.152	172.30.0.6	61007	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:39	10.12.15.152	172.30.0.6	61008	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:40	10.12.15.152	172.30.0.6	61009	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:41	10.12.15.152	172.30.0.6	61010	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:43	10.12.15.152	172.30.0.6	61011	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:44	10.12.15.152	172.30.0.6	61012	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:46	10.12.15.152	172.30.0.6	61013	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:47	10.12.15.152	172.30.0.6	61014	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:49	10.12.15.152	172.30.0.6	61015	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:50	10.12.15.152	172.30.0.6	61016	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:51	10.12.15.152	172.30.0.6	61017	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:53	10.12.15.152	172.30.0.6	61018	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:54	10.12.15.152	172.30.0.6	61019	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:56	10.12.15.152	172.30.0.6	61020	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:57	10.12.15.152	172.30.0.6	61021	80	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 11:38:58	10.12.15.152	172.30.0.6	61022	80	TCP	......	0	112	2	1	2	10.1.1.1
