tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 07:51:01	10.138.235.111	172.30.0.7	60562	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:02	10.138.235.111	172.30.0.7	60563	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:03	10.138.235.111	172.30.0.7	60564	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:05	10.138.235.111	172.30.0.7	60565	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:06	10.138.235.111	172.30.0.7	60566	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:08	10.138.235.111	172.30.0.7	60567	3389	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 07:51:09	10.138.235.111	172.30.0.7	60568	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:10	10.138.235.111	172.30.0.7	60569	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:12	10.138.235.111	172.30.0.7	60570	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:13	10.138.235.111	172.30.0.7	60571	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:15	10.138.235.111	172.30.0.7	60572	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:16	10.138.235.111	172.30.0.7	60573	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:17	10.138.235.111	172.30.0.7	60574	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:19	10.138.235.111	172.30.0.7	60575	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:20	10.138.235.111	172.30.0.7	60576	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:21	10.138.235.111	172.30.0.7	60577	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:23	10.138.235.111	172.30.0.7	60578	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:24	10.138.235.111	172.30.0.7	60579	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:26	10.138.235.111	172.30.0.7	60580	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:27	10.138.235.111	172.30.0.7	60581	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:28	10.138.235.111	172.30.0.7	60582	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:30	10.138.235.111	172.30.0.7	60583	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:31	10.138.235.111	172.30.0.7	60584	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 07:51:33	10.138.235.111	172.30.0.7	57681	3389	TCP	......	0	186	3	1	2	10.1.1.1
2016-07-08 07:51:39	10.138.235.111	172.30.0.7	57680	80	TCP	......	0	296	5	1	2	10.1.1.1
2016-07-08 07:51:42	10.138.235.111	172.30.0.7	60574	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 07:51:42	10.138.235.111	172.30.0.7	60576	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 07:51:42	10.138.235.111	172.30.0.7	60575	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 07:51:42	10.138.235.111	172.30.0.7	60578	80	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 07:51:42	10.138.235.111	172.30.0.7	60577	80	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 07:51:43	10.138.235.111	172.30.0.7	60579	80	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 07:51:43	10.138.235.111	172.30.0.7	60586	80	TCP	......	0	240	4	1	2	10.1.1.1
2016-07-08 07:51:43	10.138.235.111	172.30.0.7	0	0	OTHER	......	0	708	4	1	2	10.1.1.1
2016-07-08 07:51:46	10.138.235.111	172.30.0.7	57692	80	TCP	......	0	433	5	1	2	10.1.1.1
2016-07-08 07:51:46	10.138.235.111	172.30.0.7	57694	80	TCP	......	0	423	5	1	2	10.1.1.1
2016-07-08 07:51:46	10.138.235.111	172.30.0.7	57696	80	TCP	......	0	423	5	1	2	10.1.1.1
