tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47783	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47781	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47785	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47792	80	TCP	......	0	189	3	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47784	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47786	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47780	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47787	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47789	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47790	80	TCP	......	0	189	3	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47788	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47782	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47791	80	TCP	......	0	189	3	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47793	80	TCP	......	0	189	3	1	2	10.1.1.1
2016-07-08 15:01:00	10.0.0.42	172.30.0.4	47794	80	TCP	......	0	189	3	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47869	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47850	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47801	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47886	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47812	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47842	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47841	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47839	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47828	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47994	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47821	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	172.30.0.4	10.0.0.42	80	24096	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47890	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47810	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:01:01	10.0.0.42	172.30.0.4	47898	80	TCP	......	0	243	4	1	2	10.1.1.1
