tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 22:31:02	10.12.15.152	172.10.0.3	39096	80	TCP	......	0	296	5	1	2	10.1.1.1
2016-07-08 22:31:02	10.12.15.152	172.10.0.3	39097	3389	TCP	......	0	235	4	1	2	10.1.1.1
2016-07-08 22:31:08	10.12.15.152	172.10.0.3	49455	25	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 22:31:08	10.12.15.152	172.10.0.3	49454	25	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 22:31:08	10.12.15.152	172.10.0.3	49456	25	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 22:31:09	10.12.15.152	172.10.0.3	49457	25	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 22:31:09	10.12.15.152	172.10.0.3	49458	25	TCP	......	0	256	4	1	2	10.1.1.1
2016-07-08 22:31:09	10.12.15.152	172.10.0.3	0	0	OTHER	......	0	708	4	1	2	10.1.1.1
2016-07-08 22:31:09	10.12.15.152	172.10.0.3	49466	25	TCP	......	0	240	4	1	2	10.1.1.1
2016-07-08 22:31:09	10.12.15.152	172.10.0.3	49459	25	TCP	......	0	248	4	1	2	10.1.1.1
2016-07-08 22:31:11	10.12.15.152	172.10.0.3	39111	80	TCP	......	0	433	5	1	2	10.1.1.1
2016-07-08 22:31:11	10.12.15.152	172.10.0.3	39113	80	TCP	......	0	423	5	1	2	10.1.1.1
2016-07-08 22:31:11	10.12.15.152	172.10.0.3	39112	80	TCP	......	0	423	5	1	2	10.1.1.1
2016-07-08 22:31:16	10.12.15.152	172.10.0.3	39110	25	TCP	......	0	356	6	1	2	10.1.1.1
