tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45328	80	TCP	......	0	54	1	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45329	80	TCP	......	0	54	1	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45336	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45341	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45349	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45556	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45331	80	TCP	......	0	54	1	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45332	80	TCP	......	0	54	1	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45337	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22182	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45334	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45333	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45325	80	TCP	......	0	54	1	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45350	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45557	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22180	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22185	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22167	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45335	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45559	80	TCP	......	0	243	4	1	2	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45327	80	TCP	......	0	54	1	1	2	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22166	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22186	TCP	......	0	54	1	2	1	10.1.1.1
2016-07-08 15:02:00	10.138.214.18	172.20.0.15	45339	80	TCP	......	0	181	3	1	2	10.1.1.1
2016-07-08 15:02:00	172.20.0.15	10.138.214.18	80	22179	TCP	......	0	54	1	2	1	10.1.1.1
