tstart	srcip	dstip	sport	dport	proto	flags	tos	bytes	pkts	input	output	rip
2016-07-08 15:33:01	10.12.15.152	172.10.0.2	47420	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:02	10.12.15.152	172.10.0.2	47421	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:03	10.12.15.152	172.10.0.2	47422	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:05	10.12.15.152	172.10.0.2	47423	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:06	10.12.15.152	172.10.0.2	47424	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:07	10.12.15.152	172.10.0.2	47425	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:09	10.12.15.152	172.10.0.2	47426	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:10	10.12.15.152	172.10.0.2	47427	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:11	10.12.15.152	172.10.0.2	47428	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:13	10.12.15.152	172.10.0.2	47429	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:14	10.12.15.152	172.10.0.2	47430	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:15	10.12.15.152	172.10.0.2	47431	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:17	10.12.15.152	172.10.0.2	47432	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:18	10.12.15.152	172.10.0.2	47433	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:19	10.12.15.152	172.10.0.2	47434	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:21	10.12.15.152	172.10.0.2	47435	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:22	10.12.15.152	172.10.0.2	47436	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:23	10.12.15.152	172.10.0.2	47437	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:24	10.12.15.152	172.10.0.2	47438	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:26	10.12.15.152	172.10.0.2	47439	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:27	10.12.15.152	172.10.0.2	47440	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:28	10.12.15.152	172.10.0.2	47441	3389	TCP	......	0	58	1	1	2	10.1.1.1
2016-07-08 15:33:30	10.12.15.152	172.10.0.2	47442	3389	TCP	......	0	112	2	1	2	10.1.1.1
2016-07-08 15:33:34	10.12.15.152	172.10.0.2	55747	3389	TCP	......	0	124	2	1	2	10.1.1.1
2016-07-08 15:33:44	10.12.15.152	172.10.0.2	47374	3389	TCP	......	0	206	3	1	2	10.1.1.1
2016-07-08 15:33:44	10.12.15.152	172.10.0.2	47373	3389	TCP	......	0	260	4	1	2	10.1.1.1
2016-07-08 15:33:44	10.12.15.152	172.10.0.2	47372	3389	TCP	......	0	206	3	1	2	10.1.1.1
2016-07-08 15:33:45	10.12.15.152	172.10.0.2	0	0	OTHER	......	0	708	4	1	2	10.1.1.1
2016-07-08 15:33:45	10.12.15.152	172.10.0.2	47376	3389	TCP	......	0	206	3	1	2	10.1.1.1
2016-07-08 15:33:45	10.12.15.152	172.10.0.2	47377	3389	TCP	......	0	198	3	1	2	10.1.1.1
2016-07-08 15:33:45	10.12.15.152	172.10.0.2	47375	3389	TCP	......	0	198	3	1	2	10.1.1.1
2016-07-08 15:33:46	10.12.15.152	172.10.0.2	47380	3389	TCP	......	0	650	9	1	2	10.1.1.1
2016-07-08 15:33:46	10.12.15.152	172.10.0.2	47383	3389	TCP	......	0	618	9	1	2	10.1.1.1
2016-07-08 15:33:46	10.12.15.152	172.10.0.2	47381	3389	TCP	......	0	618	9	1	2	10.1.1.1
2016-07-08 15:33:46	10.12.15.152	172.10.0.2	47382	3389	TCP	......	0	650	9	1	2	10.1.1.1
2016-07-08 15:33:46	10.12.15.152	172.10.0.2	47379	3389	TCP	......	0	650	9	1	2	10.1.1.1
2016-07-08 15:33:46	10.12.15.152	172.10.0.2	47378	3389	TCP	......	0	650	9	1	2	10.1.1.1
2016-07-08 15:33:47	10.12.15.152	172.10.0.2	47385	3389	TCP	......	0	650	9	1	2	10.1.1.1
2016-07-08 15:33:47	10.12.15.152	172.10.0.2	47384	3389	TCP	......	0	586	9	1	2	10.1.1.1
